Hourly Date Time,Account Number,GL Balance,Ihub Balance,difference,BranchAU,CompanyCode,Classification,Anomaly
01-01-2025 00:00,1,2706.126582,2213.194207,492.9323755,98,34,consistent increase in difference,No
01-01-2025 00:00,1,6364.720816,1261.12763,5103.593185,99,36,consistent increase in difference,No
01-01-2025 00:00,1,8182.243106,8160.390583,21.85252278,100,14,consistent decrease in difference,No
01-01-2025 01:00,1,7403.603394,7467.889717,-64.28632341,1,44,Balance turned negative,Yes
01-01-2025 01:00,1,6142.984389,5363.754181,779.2302078,2,6,consistent increase in difference,No
01-01-2025 01:00,1,6110.477073,4655.316332,1455.160741,3,21,consistent increase in difference,No
01-01-2025 01:00,1,9785.001622,9706.870324,78.1312983,4,8,consistent decrease in difference,No
01-01-2025 01:00,1,9434.638263,8080.620818,1354.017444,5,50,consistent increase in difference,No
01-01-2025 01:00,1,4160.404235,4512.393742,-351.989507,6,36,consistent decrease in difference,No
01-01-2025 01:00,1,1472.806109,1443.931661,28.87444738,7,44,consistent increase in difference,No
01-01-2025 01:00,1,7468.200579,7683.427131,-215.2265521,8,13,consistent decrease in difference,No
01-01-2025 01:00,1,6961.645124,7727.931004,-766.2858796,9,2,consistent decrease in difference,No
01-01-2025 01:00,1,1535.302532,1482.923116,52.37941627,10,45,consistent increase in difference,No
01-01-2025 01:00,1,8731.549644,8574.337625,157.2120186,11,6,consistent increase in difference,No
01-01-2025 01:00,1,7267.896407,12817.59818,-5549.701778,12,37,consistent decrease in difference,No
01-01-2025 01:00,1,2979.61559,2933.037013,46.57857723,13,23,consistent increase in difference,No
01-01-2025 01:00,1,5407.194937,4183.14387,1224.051067,14,24,consistent increase in difference,No
01-01-2025 01:00,1,2826.318574,4222.373105,-1396.054531,15,44,consistent decrease in difference,No
01-01-2025 01:00,1,5961.50111,5965.390909,-3.889799189,16,21,Consistent,No
01-01-2025 01:00,1,8546.757662,8022.141976,524.6156856,17,6,consistent increase in difference,No
01-01-2025 01:00,1,4504.568499,11970.10753,-7465.539027,18,40,consistent decrease in difference,No
01-01-2025 01:00,1,1878.134219,1823.601075,54.53314356,19,16,consistent increase in difference,No
01-01-2025 01:00,1,6258.325034,6321.620888,-63.29585364,20,30,consistent decrease in difference,No
01-01-2025 01:00,1,7344.348501,6774.276744,570.0717574,21,30,consistent increase in difference,No
01-01-2025 01:00,1,2405.980692,2447.214151,-41.23345976,22,19,consistent decrease in difference,No
01-01-2025 01:00,1,4527.333598,3951.098229,576.2353688,23,33,consistent increase in difference,No
01-01-2025 01:00,1,6110.637082,14546.75875,-8436.121668,24,21,consistent decrease in difference,No
01-01-2025 01:00,1,3222.827772,3208.017392,14.81037933,25,34,consistent increase in difference,No
01-01-2025 01:00,1,3841.247124,4145.65801,-304.4108859,26,24,consistent decrease in difference,No
01-01-2025 01:00,1,8891.647801,6478.340793,2413.307008,27,7,consistent increase in difference,No
01-01-2025 01:00,1,6645.103196,6603.026414,42.07678257,28,37,consistent decrease in difference,No
01-01-2025 01:00,1,7198.905375,7053.06033,145.8450442,29,13,consistent increase in difference,No
01-01-2025 01:00,1,7201.89562,9181.845955,-1979.950335,30,36,consistent decrease in difference,No
01-01-2025 01:00,1,3483.294201,3445.979905,37.31429606,31,37,consistent increase in difference,No
01-01-2025 01:00,1,5795.450793,5828.262935,-32.81214251,32,42,Sudden spike in Difference due to GL Balance,Yes
01-01-2025 01:00,1,8162.619221,8330.874564,-168.2553427,33,46,consistent decrease in difference,No
01-01-2025 01:00,1,9921.706208,9926.782248,-5.07603947,34,22,Consistent,No
01-01-2025 01:00,1,5762.110961,6024.691716,-262.5807558,35,38,consistent decrease in difference,No
01-01-2025 01:00,1,4404.763739,4030.314304,374.4494354,36,29,consistent increase in difference,No
01-01-2025 01:00,1,8635.691188,8695.602649,-59.91146103,37,41,consistent decrease in difference,No
01-01-2025 01:00,1,3659.502112,3084.806506,574.6956054,38,47,consistent increase in difference,No
01-01-2025 01:00,1,6166.919012,4517.579247,1649.339765,39,46,consistent increase in difference,No
01-01-2025 01:00,1,9071.81308,9092.81823,-21.00514986,40,19,consistent decrease in difference,No
01-01-2025 01:00,1,1528.190932,2391.448872,-863.2579396,41,42,consistent decrease in difference,No
01-01-2025 01:00,1,5587.373157,14233.4713,-8646.098144,42,49,consistent decrease in difference,No
01-01-2025 01:00,1,6869.245883,6826.066223,43.17966076,43,1,consistent increase in difference,No
01-01-2025 01:00,1,5227.467864,4930.543533,296.9243309,44,33,consistent increase in difference,No
01-01-2025 01:00,1,4036.940691,2480.897184,1556.043507,45,1,consistent increase in difference,No
01-01-2025 01:00,1,5605.184538,5470.84744,134.3370981,46,2,consistent decrease in difference,No
01-01-2025 01:00,1,9820.485322,10368.32042,-547.8351003,47,31,consistent decrease in difference,No
01-01-2025 01:00,1,2786.296424,3393.973979,-607.6775551,48,8,Sudden spike in Difference due to GL Balance,Yes
01-01-2025 01:00,1,9905.600463,9952.432796,-46.8323323,49,14,consistent increase in difference,No
01-01-2025 01:00,1,7913.79794,7845.790901,68.00703899,50,14,consistent increase in difference,No
01-01-2025 01:00,1,6270.900812,6227.225031,43.67578052,51,23,Sudden spike in Difference due to GL Balance,Yes
01-01-2025 01:00,1,6325.221881,6348.112871,-22.8909896,52,25,Balance turned negative,Yes
01-01-2025 01:00,1,3094.154654,2451.730784,642.42387,53,4,consistent increase in difference,No
01-01-2025 01:00,1,1258.956821,13913.50069,-12654.54387,54,8,consistent decrease in difference,No
01-01-2025 01:00,1,9273.033383,9261.277027,11.75635611,55,3,consistent increase in difference,No
01-01-2025 01:00,1,6624.007679,5623.371767,1000.635912,56,17,consistent increase in difference,No
01-01-2025 01:00,1,9280.313866,8603.784252,676.5296142,57,5,consistent decrease in difference,No
01-01-2025 01:00,1,2419.919704,2432.461599,-12.54189514,58,22,consistent decrease in difference,No
01-01-2025 01:00,1,2674.543371,2358.201017,316.3423544,59,6,consistent increase in difference,No
01-01-2025 01:00,1,4007.037664,8612.613974,-4605.57631,60,42,consistent decrease in difference,No
01-01-2025 01:00,1,5443.865769,5425.919451,17.94631806,61,21,consistent increase in difference,No
01-01-2025 01:00,1,9403.118831,9698.177102,-295.058271,62,31,consistent decrease in difference,No
01-01-2025 01:00,1,4291.023769,12798.21917,-8507.1954,63,30,consistent decrease in difference,No
01-01-2025 01:00,1,1900.19,1871.928555,28.26144479,64,35,consistent increase in difference,No
01-01-2025 01:00,1,7672.59011,7504.487498,168.1026118,65,13,consistent increase in difference,No
01-01-2025 01:00,1,7274.749376,4693.832748,2580.916628,66,49,consistent increase in difference,No
01-01-2025 01:00,1,6144.121768,6229.608923,-85.48715496,67,12,consistent decrease in difference,No
01-01-2025 01:00,1,2180.988301,2148.824508,32.16379292,68,45,consistent increase in difference,No
01-01-2025 01:00,1,5688.791794,12619.23064,-6930.438846,69,48,consistent decrease in difference,No
01-01-2025 01:00,1,7442.485748,7460.984749,-18.4990001,70,34,consistent increase in difference,No
01-01-2025 01:00,1,2609.150159,2927.571287,-318.4211282,71,21,consistent decrease in difference,No
01-01-2025 01:00,1,6337.523474,14286.98395,-7949.460479,72,35,consistent decrease in difference,No
01-01-2025 01:00,1,11208.02174,11220.11439,-12.09264354,73,45,consistent increase in difference,No
01-01-2025 01:00,1,7175.728623,7394.938166,-219.2095421,74,13,consistent decrease in difference,No
01-01-2025 01:00,1,4660.683889,1626.091473,3034.592415,75,34,consistent increase in difference,No
01-01-2025 01:00,1,5307.331568,5266.144184,41.18738423,76,28,consistent decrease in difference,No
01-01-2025 01:00,1,9508.781708,9319.797711,188.9839973,77,46,consistent increase in difference,No
01-01-2025 01:00,1,4417.577671,1653.260347,2764.317324,78,32,consistent increase in difference,No
01-01-2025 01:00,1,4309.109559,4304.040097,5.069462034,79,43,Consistent,No
01-01-2025 01:00,1,7824.764431,7870.574488,-45.81005723,80,7,Sudden spike in Difference due to GL Balance,Yes
01-01-2025 01:00,1,7872.772448,12325.8643,-4453.091857,81,21,consistent decrease in difference,No
01-01-2025 01:00,1,3028.540073,3029.438845,-0.89877163,82,30,Consistent,No
01-01-2025 01:00,1,8450.074833,8165.664866,284.4099676,83,33,consistent increase in difference,No
01-01-2025 01:00,1,7144.712995,10406.61706,-3261.904068,84,16,consistent decrease in difference,No
01-01-2025 01:00,1,3534.186734,3557.978868,-23.79213384,85,6,consistent increase in difference,No
01-01-2025 01:00,1,3295.106715,3043.562718,251.5439966,86,19,consistent increase in difference,No
01-01-2025 01:00,1,8303.498585,4275.660727,4027.837858,87,47,consistent increase in difference,No
01-01-2025 01:00,1,3185.852298,3208.766703,-22.91440511,88,46,consistent decrease in difference,No
01-01-2025 01:00,1,9705.291994,9819.551398,-114.2594039,89,2,Sudden spike in Difference due to GL Balance,Yes
01-01-2025 01:00,1,5967.899581,14818.98746,-8851.087879,90,28,consistent decrease in difference,No
01-01-2025 01:00,1,9858.664668,9859.152063,-0.487394898,91,12,Consistent,No
01-01-2025 01:00,1,7255.346867,7122.825046,132.5218218,92,22,consistent increase in difference,No
01-01-2025 01:00,1,1986.193226,8941.865455,-6955.672229,93,43,consistent decrease in difference,No
01-01-2025 01:00,1,3475.932972,3478.727564,-2.794592746,94,34,Consistent,No
01-01-2025 01:00,1,4561.451993,4896.712329,-335.260336,95,2,consistent decrease in difference,No
01-01-2025 01:00,1,3403.737187,7349.945804,-3946.208618,96,42,consistent decrease in difference,No
01-01-2025 01:00,1,3298.753219,3384.362496,-85.60927681,97,13,consistent increase in difference,No
01-01-2025 01:00,1,2660.576388,3566.768969,-906.1925813,98,34,consistent decrease in difference,No
01-01-2025 01:00,1,2545.088896,4975.02446,-2429.935565,99,36,consistent decrease in difference,No
01-01-2025 01:00,1,7271.10267,7299.141877,-28.0392071,100,14,consistent increase in difference,No
01-01-2025 02:00,1,5894.183434,5906.470472,-12.28703809,1,44,Sudden spike in Difference due to GL Balance,Yes
01-01-2025 02:00,1,9584.193422,10017.02698,-432.83356,2,6,consistent decrease in difference,No
01-01-2025 02:00,1,6445.592549,2028.260798,4417.331751,3,21,consistent increase in difference,No
01-01-2025 02:00,1,1662.999555,1690.319194,-27.31963921,4,8,consistent decrease in difference,No
01-01-2025 02:00,1,1354.563685,1240.959932,113.6037527,5,50,consistent increase in difference,No
01-01-2025 02:00,1,9456.355811,10468.90381,-1012.548004,6,36,consistent decrease in difference,No
01-01-2025 02:00,1,9885.242245,9942.467449,-57.22520331,7,44,consistent increase in difference,No
01-01-2025 02:00,1,9305.299551,9338.47333,-33.1737785,8,13,Balance turned negative,Yes
01-01-2025 02:00,1,2879.788093,9665.598809,-6785.810716,9,2,consistent decrease in difference,No
01-01-2025 02:00,1,3503.476189,3449.59349,53.88269937,10,45,consistent increase in difference,No
01-01-2025 02:00,1,1973.239207,1310.59889,662.6403172,11,6,consistent increase in difference,No
01-01-2025 02:00,1,2517.156451,7018.796686,-4501.640235,12,37,consistent decrease in difference,No
01-01-2025 02:00,1,5525.556196,5609.734898,-84.17870201,13,23,consistent increase in difference,No
01-01-2025 02:00,1,1415.669822,865.9477048,549.7221174,14,24,consistent increase in difference,No
01-01-2025 02:00,1,4639.729938,12524.38168,-7884.651742,15,44,consistent decrease in difference,No
01-01-2025 02:00,1,9923.062135,9891.995772,31.06636376,16,21,consistent increase in difference,No
01-01-2025 02:00,1,9006.70684,8598.723502,407.9833375,17,6,consistent increase in difference,No
01-01-2025 02:00,1,4815.353016,5500.150128,-684.7971124,18,40,consistent decrease in difference,No
01-01-2025 02:00,1,2726.290191,2686.809075,39.4811158,19,16,consistent increase in difference,No
01-01-2025 02:00,1,4549.474354,4641.817204,-92.34284997,20,30,consistent decrease in difference,No
01-01-2025 02:00,1,9407.756029,7224.384814,2183.371216,21,30,consistent increase in difference,No
01-01-2025 02:00,1,9963.596299,9926.44374,37.15255928,22,19,consistent decrease in difference,No
01-01-2025 02:00,1,3516.146412,3443.052784,73.09362811,23,33,Sudden spike in Difference due to GL Balance,Yes
01-01-2025 02:00,1,5193.513805,1538.2278,3655.286005,24,21,consistent increase in difference,No
01-01-2025 02:00,1,1955.93161,1959.334163,-3.402552303,25,34,Consistent,No
01-01-2025 02:00,1,1960.486594,1637.699695,322.7868996,26,24,consistent increase in difference,No
01-01-2025 02:00,1,1298.268,7109.754673,-5811.486674,27,7,consistent decrease in difference,No
01-01-2025 02:00,1,5088.454923,5126.86949,-38.41456673,28,37,consistent increase in difference,No
01-01-2025 02:00,1,3660.202553,3285.863181,374.3393719,29,13,consistent increase in difference,No
01-01-2025 02:00,1,5520.49933,2940.982838,2579.516492,30,36,consistent increase in difference,No
01-01-2025 02:00,1,3407.430782,3376.280725,31.15005667,31,37,consistent decrease in difference,No
01-01-2025 02:00,1,2407.89803,2657.26583,-249.3677999,32,42,consistent decrease in difference,No
01-01-2025 02:00,1,9303.327908,4801.303078,4502.024831,33,46,consistent increase in difference,No
01-01-2025 02:00,1,5985.07951,5989.26901,-4.189499865,34,22,Consistent,No
01-01-2025 02:00,1,8496.834241,8485.506856,11.32738507,35,38,Sudden spike in Difference due to GL Balance,Yes
01-01-2025 02:00,1,5028.404162,1393.719087,3634.685076,36,29,consistent increase in difference,No
01-01-2025 02:00,1,9884.776411,9960.408856,-75.63244454,37,41,consistent decrease in difference,No
01-01-2025 02:00,1,5138.502219,5469.946477,-331.4442587,38,47,consistent decrease in difference,No
01-01-2025 02:00,1,8575.335776,6223.449972,2351.885804,39,46,consistent increase in difference,No
01-01-2025 02:00,1,4722.431644,4792.335361,-69.90371772,40,19,consistent decrease in difference,No
01-01-2025 02:00,1,3161.206274,2248.168798,913.0374761,41,42,consistent increase in difference,No
01-01-2025 02:00,1,2837.758062,5154.254448,-2316.496386,42,49,consistent decrease in difference,No
01-01-2025 02:00,1,1119.062137,1056.434046,62.6280911,43,1,consistent increase in difference,No
01-01-2025 02:00,1,1451.55676,1450.834362,0.722397402,44,33,Consistent,No
01-01-2025 02:00,1,3690.44904,1418.334805,2272.114235,45,1,consistent increase in difference,No
01-01-2025 02:00,1,5343.746285,5339.27919,4.467094434,46,2,Consistent,No
01-01-2025 02:00,1,5777.001578,6853.01205,-1076.010473,47,31,consistent decrease in difference,No
01-01-2025 02:00,1,7186.965161,8804.05567,-1617.090509,48,8,consistent decrease in difference,No
01-01-2025 02:00,1,9417.17487,9586.880912,-169.7060418,49,14,consistent increase in difference,No
01-01-2025 02:00,1,3451.393946,3369.402401,81.99154515,50,14,consistent increase in difference,No
01-01-2025 02:00,1,9892.879078,9971.495213,-78.61613441,51,23,consistent decrease in difference,No
01-01-2025 02:00,1,6609.483208,6519.551823,89.93138485,52,25,consistent increase in difference,No
01-01-2025 02:00,1,7567.189972,6282.653452,1284.536521,53,4,consistent increase in difference,No
01-01-2025 02:00,1,8301.80517,4562.234468,3739.570702,54,8,consistent increase in difference,No
01-01-2025 02:00,1,6089.757747,6154.149932,-64.39218524,55,3,consistent decrease in difference,No
01-01-2025 02:00,1,6645.179543,6930.498914,-285.319371,56,17,consistent decrease in difference,No
01-01-2025 02:00,1,7563.396469,6318.21107,1245.185399,57,5,consistent increase in difference,No
01-01-2025 02:00,1,2437.223334,3746.039553,-1308.81622,58,22,consistent decrease in difference,No
01-01-2025 02:00,1,1091.555901,1230.816036,-139.2601344,59,6,consistent increase in difference,No
01-01-2025 02:00,1,6275.201407,10746.11196,-4470.910548,60,42,consistent decrease in difference,No
01-01-2025 02:00,1,2711.728508,2748.117314,-36.38880596,61,21,consistent increase in difference,No
01-01-2025 02:00,1,2220.670388,2440.098464,-219.4280764,62,31,consistent decrease in difference,No
01-01-2025 02:00,1,5701.501788,9093.696038,-3392.19425,63,30,consistent decrease in difference,No
01-01-2025 02:00,1,6073.721454,6019.039398,54.68205612,64,35,consistent increase in difference,No
01-01-2025 02:00,1,5593.948144,5094.993439,498.954705,65,13,consistent increase in difference,No
01-01-2025 02:00,1,9530.429964,8753.306231,777.1237327,66,49,consistent increase in difference,No
01-01-2025 02:00,1,1047.489919,955.0684895,92.42142919,67,12,consistent decrease in difference,No
01-01-2025 02:00,1,2478.084449,2498.260704,-20.17625554,68,45,consistent decrease in difference,No
01-01-2025 02:00,1,5140.645672,12303.34874,-7162.703063,69,48,consistent decrease in difference,No
01-01-2025 02:00,1,8786.86769,8807.969269,-21.10157862,70,34,consistent increase in difference,No
01-01-2025 02:00,1,6317.808916,7109.935241,-792.1263241,71,21,consistent decrease in difference,No
01-01-2025 02:00,1,2893.334094,4135.823798,-1242.489704,72,35,consistent decrease in difference,No
01-01-2025 02:00,1,8845.695633,8879.442432,-33.74679928,73,45,consistent increase in difference,No
01-01-2025 02:00,1,4077.446569,4672.646812,-595.2002431,74,13,consistent decrease in difference,No
01-01-2025 02:00,1,4503.626731,12275.0911,-7771.464366,75,34,consistent decrease in difference,No
01-01-2025 02:00,1,7769.111262,7730.22355,38.88771156,76,28,consistent increase in difference,No
01-01-2025 02:00,1,3095.27696,3386.328392,-291.0514312,77,46,consistent decrease in difference,No
01-01-2025 02:00,1,9079.23045,14067.70591,-4988.475459,78,32,consistent decrease in difference,No
01-01-2025 02:00,1,2214.863745,2305.197652,-90.3339075,79,43,consistent increase in difference,No
01-01-2025 02:00,1,7193.020966,6854.010663,339.0103026,80,7,consistent increase in difference,No
01-01-2025 02:00,1,6458.249838,14262.66211,-7804.412273,81,21,consistent decrease in difference,No
01-01-2025 02:00,1,2919.467562,3000.78249,-81.31492737,82,30,consistent increase in difference,No
01-01-2025 02:00,1,5575.923791,5870.673805,-294.7500139,83,33,consistent decrease in difference,No
01-01-2025 02:00,1,5058.74859,10190.45487,-5131.706283,84,16,consistent decrease in difference,No
01-01-2025 02:00,1,3192.137997,3253.832015,-61.69401798,85,6,consistent increase in difference,No
01-01-2025 02:00,1,8678.72415,9404.739596,-726.0154465,86,19,consistent decrease in difference,No
01-01-2025 02:00,1,7256.173844,9754.459791,-2498.285947,87,47,consistent decrease in difference,No
01-01-2025 02:00,1,8522.357808,8463.277625,59.08018311,88,46,consistent increase in difference,No
01-01-2025 02:00,1,1156.797941,1494.053663,-337.2557213,89,2,consistent decrease in difference,No
01-01-2025 02:00,1,7619.736557,10309.1575,-2689.420941,90,28,consistent decrease in difference,No
01-01-2025 02:00,1,6181.564484,6104.103054,77.4614303,91,12,consistent increase in difference,No
01-01-2025 02:00,1,6939.994769,6262.444603,677.550166,92,22,consistent increase in difference,No
01-01-2025 02:00,1,2319.150905,1592.852639,726.2982667,93,43,Sudden spike in Difference due to GL Balance,Yes
